S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
572,18/10/2021,India,34081315,189694,33439331,452290
573,19/10/2021,India,34094373,183118,33458801,452454
574,20/10/2021,India,34108996,178098,33478247,452651
575,21/10/2021,India,34127450,178831,33495808,452811
576,22/10/2021,India,34143236,175745,33514449,453042
577,23/10/2021,India,34159562,173728,33532126,453708
578,24/10/2021,India,34175468,172594,33548605,454269
579,25/10/2021,India,34188774,166695,33567367,454712
580,26/10/2021,India,34202202,163816,33583318,455068
581,27/10/2021,India,34215653,162661,33597339,455653
582,28/10/2021,India,34231809,160989,33614434,456386
583,29/10/2021,India,34246157,161334,33627632,457191
584,30/10/2021,India,34260470,161555,33641175,457740
585,31/10/2021,India,34273300,159272,33655842,458186
586,01/11/2021,India,34285814,158817,33668560,458437
587,02/11/2021,India,34296237,153776,33683581,458880
588,04/11/2021,India,34321025,148579,33712794,459652
589,05/11/2021,India,34333754,148922,33724959,459873
590,06/11/2021,India,34344683,146950,33737468,460265
591,07/11/2021,India,34355536,144845,33749900,460791
592,08/11/2021,India,34366986,142825,33763104,461057
593,09/11/2021,India,34377113,140638,33775086,461389
594,10/11/2021,India,34388579,139683,33787047,461849
595,11/11/2021,India,34401670,138556,33800925,462189
596,12/11/2021,India,34414186,137416,33814080,462690
597,14/11/2021,India,34437307,135918,33837859,463530
598,15/11/2021,India,34447536,134096,33849785,463655
599,16/11/2021,India,34456401,130793,33861756,463852
600,17/11/2021,India,34466598,128555,33873890,464153
601,18/11/2021,India,34478517,128762,33885132,464623
602,19/11/2021,India,33897921,-465082,33897921,465082
603,20/11/2021,India,34499925,124868,33909708,465349
604,22/11/2021,India,34518901,118443,33934547,465911
605,23/11/2021,India,34526480,113584,33946749,466147
606,24/11/2021,India,34535763,111481,33957698,466584
607,25/11/2021,India,34544882,109940,33967962,466980
608,26/11/2021,India,34555431,110133,33977830,467468
609,27/11/2021,India,34563749,107019,33988797,467933
610,28/11/2021,India,34572523,105691,33998278,468554
611,29/11/2021,India,34580832,103859,34008183,468790
612,30/11/2021,India,34587822,100543,34018299,468980
613,01/12/2021,India,32980692,91291,32439640,449761
614,02/12/2021,India,34606541,99763,34037054,469724
615,01/01/1970,Andaman and Nicobar Islands,7651,5,7517,129
616,27/03/2020,Andaman and Nicobar Islands,1,1,0,0
617,28/03/2020,Andaman and Nicobar Islands,6,6,0,0
618,29/03/2020,Andaman and Nicobar Islands,9,9,0,0
619,30/03/2020,Andaman and Nicobar Islands,9,9,0,0
620,31/03/2020,Andaman and Nicobar Islands,10,10,0,0
621,01/04/2020,Andaman and Nicobar Islands,10,10,0,0
622,02/04/2020,Andaman and Nicobar Islands,10,10,0,0
623,03/04/2020,Andaman and Nicobar Islands,10,10,0,0
624,04/04/2020,Andaman and Nicobar Islands,10,10,0,0
625,05/04/2020,Andaman and Nicobar Islands,10,10,0,0
626,06/04/2020,Andaman and Nicobar Islands,10,10,0,0
627,07/04/2020,Andaman and Nicobar Islands,10,10,0,0
628,08/04/2020,Andaman and Nicobar Islands,10,10,0,0
629,09/04/2020,Andaman and Nicobar Islands,11,11,0,0
630,10/04/2020,Andaman and Nicobar Islands,11,11,0,0
631,11/04/2020,Andaman and Nicobar Islands,11,11,0,0
632,12/04/2020,Andaman and Nicobar Islands,11,1,10,0
633,13/04/2020,Andaman and Nicobar Islands,11,1,10,0
634,14/04/2020,Andaman and Nicobar Islands,11,1,10,0
635,15/04/2020,Andaman and Nicobar Islands,11,1,10,0
636,16/04/2020,Andaman and Nicobar Islands,11,1,10,0
637,17/04/2020,Andaman and Nicobar Islands,11,1,10,0
638,18/04/2020,Andaman and Nicobar Islands,12,1,11,0
639,19/04/2020,Andaman and Nicobar Islands,14,3,11,0
640,20/04/2020,Andaman and Nicobar Islands,15,4,11,0
641,21/04/2020,Andaman and Nicobar Islands,16,5,11,0
642,22/04/2020,Andaman and Nicobar Islands,16,5,11,0
643,23/04/2020,Andaman and Nicobar Islands,18,7,11,0
644,24/04/2020,Andaman and Nicobar Islands,22,11,11,0
645,25/04/2020,Andaman and Nicobar Islands,27,16,11,0
646,26/04/2020,Andaman and Nicobar Islands,33,22,11,0
647,27/04/2020,Andaman and Nicobar Islands,33,22,11,0
648,28/04/2020,Andaman and Nicobar Islands,33,22,11,0
649,29/04/2020,Andaman and Nicobar Islands,33,18,15,0
650,30/04/2020,Andaman and Nicobar Islands,33,18,15,0
651,01/05/2020,Andaman and Nicobar Islands,33,17,16,0
652,02/05/2020,Andaman and Nicobar Islands,33,17,16,0
653,03/05/2020,Andaman and Nicobar Islands,33,17,16,0
654,04/05/2020,Andaman and Nicobar Islands,33,1,32,0
655,05/05/2020,Andaman and Nicobar Islands,33,1,32,0
656,06/05/2020,Andaman and Nicobar Islands,33,1,32,0
657,07/05/2020,Andaman and Nicobar Islands,33,1,32,0
658,08/05/2020,Andaman and Nicobar Islands,33,0,33,0
659,09/05/2020,Andaman and Nicobar Islands,33,0,33,0
660,10/05/2020,Andaman and Nicobar Islands,33,0,33,0
661,11/05/2020,Andaman and Nicobar Islands,33,0,33,0
662,12/05/2020,Andaman and Nicobar Islands,33,0,33,0
663,13/05/2020,Andaman and Nicobar Islands,33,0,33,0
664,14/05/2020,Andaman and Nicobar Islands,33,0,33,0
665,15/05/2020,Andaman and Nicobar Islands,33,0,33,0
666,16/05/2020,Andaman and Nicobar Islands,33,0,33,0
667,17/05/2020,Andaman and Nicobar Islands,33,0,33,0
668,18/05/2020,Andaman and Nicobar Islands,33,0,33,0
669,19/05/2020,Andaman and Nicobar Islands,33,0,33,0
670,20/05/2020,Andaman and Nicobar Islands,33,0,33,0
671,21/05/2020,Andaman and Nicobar Islands,33,0,33,0
672,22/05/2020,Andaman and Nicobar Islands,33,0,33,0
673,23/05/2020,Andaman and Nicobar Islands,33,0,33,0
674,24/05/2020,Andaman and Nicobar Islands,33,0,33,0
675,25/05/2020,Andaman and Nicobar Islands,33,0,33,0
676,26/05/2020,Andaman and Nicobar Islands,33,0,33,0
677,27/05/2020,Andaman and Nicobar Islands,33,0,33,0
678,28/05/2020,Andaman and Nicobar Islands,33,0,33,0
679,29/05/2020,Andaman and Nicobar Islands,33,0,33,0
680,30/05/2020,Andaman and Nicobar Islands,33,0,33,0
681,31/05/2020,Andaman and Nicobar Islands,33,0,33,0
682,01/06/2020,Andaman and Nicobar Islands,33,0,33,0
683,02/06/2020,Andaman and Nicobar Islands,33,0,33,0
684,03/06/2020,Andaman and Nicobar Islands,33,0,33,0
685,04/06/2020,Andaman and Nicobar Islands,33,0,33,0
686,05/06/2020,Andaman and Nicobar Islands,33,0,33,0
687,06/06/2020,Andaman and Nicobar Islands,33,0,33,0
688,07/06/2020,Andaman and Nicobar Islands,33,0,33,0
689,08/06/2020,Andaman and Nicobar Islands,33,0,33,0
690,09/06/2020,Andaman and Nicobar Islands,33,0,33,0
691,10/06/2020,Andaman and Nicobar Islands,33,0,33,0
692,11/06/2020,Andaman and Nicobar Islands,34,1,33,0
693,12/06/2020,Andaman and Nicobar Islands,38,5,33,0
694,13/06/2020,Andaman and Nicobar Islands,38,5,33,0
695,14/06/2020,Andaman and Nicobar Islands,38,5,33,0
696,15/06/2020,Andaman and Nicobar Islands,38,5,33,0
697,16/06/2020,Andaman and Nicobar Islands,41,8,33,0
698,17/06/2020,Andaman and Nicobar Islands,44,11,33,0
699,18/06/2020,Andaman and Nicobar Islands,44,11,33,0
700,19/06/2020,Andaman and Nicobar Islands,44,11,33,0
701,20/06/2020,Andaman and Nicobar Islands,45,10,35,0
702,21/06/2020,Andaman and Nicobar Islands,47,11,36,0
703,22/06/2020,Andaman and Nicobar Islands,48,11,37,0
704,23/06/2020,Andaman and Nicobar Islands,48,11,37,0
705,24/06/2020,Andaman and Nicobar Islands,50,10,40,0
706,25/06/2020,Andaman and Nicobar Islands,56,13,43,0
707,26/06/2020,Andaman and Nicobar Islands,59,16,43,0
708,27/06/2020,Andaman and Nicobar Islands,72,29,43,0
709,28/06/2020,Andaman and Nicobar Islands,72,29,43,0
710,29/06/2020,Andaman and Nicobar Islands,76,31,45,0
711,30/06/2020,Andaman and Nicobar Islands,90,44,46,0
712,01/07/2020,Andaman and Nicobar Islands,97,47,50,0
713,02/07/2020,Andaman and Nicobar Islands,100,50,50,0
714,03/07/2020,Andaman and Nicobar Islands,109,58,51,0
715,04/07/2020,Andaman and Nicobar Islands,116,62,54,0
716,05/07/2020,Andaman and Nicobar Islands,119,53,66,0
717,06/07/2020,Andaman and Nicobar Islands,125,53,72,0
718,07/07/2020,Andaman and Nicobar Islands,141,67,74,0
719,08/07/2020,Andaman and Nicobar Islands,147,72,75,0
720,09/07/2020,Andaman and Nicobar Islands,149,72,77,0
721,10/07/2020,Andaman and Nicobar Islands,151,68,83,0
722,11/07/2020,Andaman and Nicobar Islands,156,64,92,0
723,12/07/2020,Andaman and Nicobar Islands,163,70,93,0
724,13/07/2020,Andaman and Nicobar Islands,163,70,93,0
725,14/07/2020,Andaman and Nicobar Islands,166,57,109,0
726,15/07/2020,Andaman and Nicobar Islands,166,57,109,0
727,16/07/2020,Andaman and Nicobar Islands,176,46,130,0
728,17/07/2020,Andaman and Nicobar Islands,180,47,133,0
729,18/07/2020,Andaman and Nicobar Islands,194,52,142,0
730,19/07/2020,Andaman and Nicobar Islands,198,53,145,0
731,20/07/2020,Andaman and Nicobar Islands,203,58,145,0
732,21/07/2020,Andaman and Nicobar Islands,207,55,152,0
733,22/07/2020,Andaman and Nicobar Islands,212,53,159,0
734,23/07/2020,Andaman and Nicobar Islands,221,58,163,0
735,24/07/2020,Andaman and Nicobar Islands,240,70,170,0
736,25/07/2020,Andaman and Nicobar Islands,259,85,174,0
737,26/07/2020,Andaman and Nicobar Islands,290,114,176,0
738,27/07/2020,Andaman and Nicobar Islands,324,142,182,0
739,28/07/2020,Andaman and Nicobar Islands,338,145,192,1
740,29/07/2020,Andaman and Nicobar Islands,363,166,196,1
741,30/07/2020,Andaman and Nicobar Islands,428,225,201,2
742,31/07/2020,Andaman and Nicobar Islands,471,266,201,4
743,01/08/2020,Andaman and Nicobar Islands,548,329,214,5
744,02/08/2020,Andaman and Nicobar Islands,636,403,226,7
745,03/08/2020,Andaman and Nicobar Islands,734,484,242,8
746,04/08/2020,Andaman and Nicobar Islands,830,557,263,10
747,05/08/2020,Andaman and Nicobar Islands,928,639,277,12
748,06/08/2020,Andaman and Nicobar Islands,1027,687,326,14
749,07/08/2020,Andaman and Nicobar Islands,1123,752,355,16
750,08/08/2020,Andaman and Nicobar Islands,1222,778,425,19
751,09/08/2020,Andaman and Nicobar Islands,1351,831,500,20
752,10/08/2020,Andaman and Nicobar Islands,1490,822,648,20
753,11/08/2020,Andaman and Nicobar Islands,1625,896,709,20
754,12/08/2020,Andaman and Nicobar Islands,1764,994,749,21
755,13/08/2020,Andaman and Nicobar Islands,1900,1050,829,21
756,14/08/2020,Andaman and Nicobar Islands,2037,1091,924,22
757,15/08/2020,Andaman and Nicobar Islands,2186,1130,1032,24
758,16/08/2020,Andaman and Nicobar Islands,2306,1154,1128,24
759,17/08/2020,Andaman and Nicobar Islands,2399,1145,1226,28
760,18/08/2020,Andaman and Nicobar Islands,2445,1091,1325,29
761,19/08/2020,Andaman and Nicobar Islands,2529,1078,1421,30
762,20/08/2020,Andaman and Nicobar Islands,2604,1045,1529,30
763,21/08/2020,Andaman and Nicobar Islands,2680,1011,1638,31
764,22/08/2020,Andaman and Nicobar Islands,2747,971,1744,32
765,23/08/2020,Andaman and Nicobar Islands,2808,923,1853,32
766,24/08/2020,Andaman and Nicobar Islands,2860,864,1963,33
767,25/08/2020,Andaman and Nicobar Islands,2904,777,2092,35
768,26/08/2020,Andaman and Nicobar Islands,2945,677,2231,37
769,27/08/2020,Andaman and Nicobar Islands,2985,635,2309,41
770,28/08/2020,Andaman and Nicobar Islands,3018,602,2374,42
771,29/08/2020,Andaman and Nicobar Islands,3050,564,2444,42
772,30/08/2020,Andaman and Nicobar Islands,3081,518,2519,44
773,31/08/2020,Andaman and Nicobar Islands,3104,473,2586,45
774,01/09/2020,Andaman and Nicobar Islands,3132,439,2647,46
775,02/09/2020,Andaman and Nicobar Islands,3160,400,2714,46
776,03/09/2020,Andaman and Nicobar Islands,3186,381,2758,47
777,04/09/2020,Andaman and Nicobar Islands,3223,352,2823,48
778,05/09/2020,Andaman and Nicobar Islands,3257,345,2863,49
779,06/09/2020,Andaman and Nicobar Islands,3292,338,2904,50
780,07/09/2020,Andaman and Nicobar Islands,3332,331,2951,50
781,08/09/2020,Andaman and Nicobar Islands,3359,312,2997,50
782,09/09/2020,Andaman and Nicobar Islands,3392,307,3035,50
783,10/09/2020,Andaman and Nicobar Islands,3426,297,3078,51
784,11/09/2020,Andaman and Nicobar Islands,3465,293,3121,51
785,12/09/2020,Andaman and Nicobar Islands,3494,286,3157,51
786,13/09/2020,Andaman and Nicobar Islands,3521,268,3202,51
787,14/09/2020,Andaman and Nicobar Islands,3546,252,3243,51
788,15/09/2020,Andaman and Nicobar Islands,3557,227,3278,52
789,16/09/2020,Andaman and Nicobar Islands,3574,204,3318,52
790,17/09/2020,Andaman and Nicobar Islands,3593,196,3345,52
791,18/09/2020,Andaman and Nicobar Islands,3604,174,3378,52
792,19/09/2020,Andaman and Nicobar Islands,3631,165,3414,52
793,20/09/2020,Andaman and Nicobar Islands,3644,156,3436,52
794,21/09/2020,Andaman and Nicobar Islands,3651,147,3452,52
795,22/09/2020,Andaman and Nicobar Islands,3673,152,3469,52
796,23/09/2020,Andaman and Nicobar Islands,3691,160,3479,52
797,24/09/2020,Andaman and Nicobar Islands,3712,166,3494,52
798,25/09/2020,Andaman and Nicobar Islands,3744,189,3503,52
799,26/09/2020,Andaman and Nicobar Islands,3759,179,3528,52
800,27/09/2020,Andaman and Nicobar Islands,3774,171,3551,52
801,28/09/2020,Andaman and Nicobar Islands,3794,188,3553,53
802,29/09/2020,Andaman and Nicobar Islands,3803,168,3582,53
803,30/09/2020,Andaman and Nicobar Islands,3821,181,3587,53
804,01/10/2020,Andaman and Nicobar Islands,3835,174,3608,53
805,02/10/2020,Andaman and Nicobar Islands,3848,172,3623,53
806,03/10/2020,Andaman and Nicobar Islands,3858,174,3631,53
807,04/10/2020,Andaman and Nicobar Islands,3868,173,3642,53
808,05/10/2020,Andaman and Nicobar Islands,3884,182,3649,53
809,06/10/2020,Andaman and Nicobar Islands,3899,186,3659,54
810,07/10/2020,Andaman and Nicobar Islands,3912,180,3678,54
811,08/10/2020,Andaman and Nicobar Islands,3935,185,3696,54
812,09/10/2020,Andaman and Nicobar Islands,3952,190,3707,55
813,10/10/2020,Andaman and Nicobar Islands,3976,197,3724,55
814,11/10/2020,Andaman and Nicobar Islands,3992,193,3744,55
815,12/10/2020,Andaman and Nicobar Islands,4005,186,3764,55
816,13/10/2020,Andaman and Nicobar Islands,4023,198,3770,55
817,14/10/2020,Andaman and Nicobar Islands,4036,199,3782,55
818,15/10/2020,Andaman and Nicobar Islands,4046,195,3796,55
819,16/10/2020,Andaman and Nicobar Islands,4062,190,3817,55
820,17/10/2020,Andaman and Nicobar Islands,4072,185,3831,56
821,18/10/2020,Andaman and Nicobar Islands,4083,179,3848,56
822,19/10/2020,Andaman and Nicobar Islands,4108,184,3868,56
823,20/10/2020,Andaman and Nicobar Islands,4126,178,3892,56
824,21/10/2020,Andaman and Nicobar Islands,4141,183,3902,56
825,22/10/2020,Andaman and Nicobar Islands,4168,199,3913,56
826,23/10/2020,Andaman and Nicobar Islands,4184,190,3937,57
827,24/10/2020,Andaman and Nicobar Islands,4207,204,3945,58
828,25/10/2020,Andaman and Nicobar Islands,4225,199,3968,58
829,26/10/2020,Andaman and Nicobar Islands,4245,204,3983,58
830,27/10/2020,Andaman and Nicobar Islands,4253,198,3997,58
831,28/10/2020,Andaman and Nicobar Islands,4274,197,4019,58
832,29/10/2020,Andaman and Nicobar Islands,4289,192,4039,58
833,30/10/2020,Andaman and Nicobar Islands,4305,192,4054,59
834,31/10/2020,Andaman and Nicobar Islands,4317,182,4076,59
835,01/11/2020,Andaman and Nicobar Islands,4332,173,4100,59
836,02/11/2020,Andaman and Nicobar Islands,4340,168,4112,60
837,03/11/2020,Andaman and Nicobar Islands,4352,160,4132,60
838,04/11/2020,Andaman and Nicobar Islands,4372,159,4153,60
839,05/11/2020,Andaman and Nicobar Islands,4389,166,4163,60
840,06/11/2020,Andaman and Nicobar Islands,4403,168,4175,60
841,07/11/2020,Andaman and Nicobar Islands,4420,166,4194,60
842,08/11/2020,Andaman and Nicobar Islands,4441,175,4206,60
843,09/11/2020,Andaman and Nicobar Islands,4450,169,4221,60
844,10/11/2020,Andaman and Nicobar Islands,4463,164,4239,60
845,11/11/2020,Andaman and Nicobar Islands,4477,162,4255,60
846,12/11/2020,Andaman and Nicobar Islands,4494,167,4267,60
847,13/11/2020,Andaman and Nicobar Islands,4507,164,4282,61
848,14/11/2020,Andaman and Nicobar Islands,4518,153,4304,61
849,15/11/2020,Andaman and Nicobar Islands,4527,151,4315,61
