S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
7102,18/08/2021,Gujarat,825213,179,814956,10078
7103,19/08/2021,Gujarat,825236,186,814972,10078
7104,20/08/2021,Gujarat,825255,183,814994,10078
7105,21/08/2021,Gujarat,825272,186,815008,10078
7106,22/08/2021,Gujarat,825287,184,815024,10079
7107,23/08/2021,Gujarat,825302,182,815041,10079
7108,24/08/2021,Gujarat,825316,171,815066,10079
7109,25/08/2021,Gujarat,825330,160,815091,10079
7110,26/08/2021,Gujarat,825347,159,815108,10080
7111,27/08/2021,Gujarat,825363,157,815126,10080
7112,28/08/2021,Gujarat,825376,155,815140,10081
7113,29/08/2021,Gujarat,825386,151,815154,10081
7114,30/08/2021,Gujarat,825398,151,815166,10081
7115,31/08/2021,Gujarat,825410,150,815179,10081
7116,01/09/2021,Gujarat,825422,150,815191,10081
7117,02/09/2021,Gujarat,825435,153,815201,10081
7118,03/09/2021,Gujarat,825445,151,815213,10081
7119,04/09/2021,Gujarat,825461,149,815230,10082
7120,05/09/2021,Gujarat,825476,148,815246,10082
7121,06/09/2021,Gujarat,825490,146,815262,10082
7122,07/09/2021,Gujarat,825544,151,815311,10082
7123,08/09/2021,Gujarat,825527,149,815296,10082
7124,09/09/2021,Gujarat,825544,151,815311,10082
7125,10/09/2021,Gujarat,825584,158,815344,10082
7126,11/09/2021,Gujarat,825600,162,815356,10082
7127,12/09/2021,Gujarat,825600,162,815356,10082
7128,13/09/2021,Gujarat,825617,165,815370,10082
7129,14/09/2021,Gujarat,825629,161,815386,10082
7130,15/09/2021,Gujarat,825640,153,815405,10082
7131,16/09/2021,Gujarat,825655,149,815424,10082
7132,18/09/2021,Gujarat,825702,154,815466,10082
7133,19/09/2021,Gujarat,825715,143,815490,10082
7134,20/09/2021,Gujarat,825723,136,815505,10082
7135,21/09/2021,Gujarat,825737,133,815522,10082
7136,22/09/2021,Gujarat,825751,133,815536,10082
7137,23/09/2021,Gujarat,825771,133,815556,10082
7138,24/09/2021,Gujarat,825797,140,815575,10082
7139,25/09/2021,Gujarat,825814,145,815587,10082
7140,26/09/2021,Gujarat,825830,149,815599,10082
7141,27/09/2021,Gujarat,825851,151,815618,10082
7142,28/09/2021,Gujarat,825872,142,815648,10082
7143,29/09/2021,Gujarat,825896,148,815666,10082
7144,30/09/2021,Gujarat,825916,156,815678,10082
7145,01/10/2021,Gujarat,825936,158,815696,10082
7146,02/10/2021,Gujarat,825952,158,815712,10082
7147,03/10/2021,Gujarat,825979,171,815726,10082
7148,04/10/2021,Gujarat,826002,180,815740,10082
7149,05/10/2021,Gujarat,826016,172,815762,10082
7150,06/10/2021,Gujarat,826039,180,815776,10083
7151,07/10/2021,Gujarat,826060,182,815794,10084
7152,08/10/2021,Gujarat,826080,179,815816,10085
7153,09/10/2021,Gujarat,826099,176,815838,10085
7154,10/10/2021,Gujarat,826123,182,815855,10086
7155,11/10/2021,Gujarat,826141,183,815872,10086
7156,12/10/2021,Gujarat,826162,186,815890,10086
7157,13/10/2021,Gujarat,826184,189,815909,10086
7158,14/10/2021,Gujarat,826210,195,815929,10086
7159,15/10/2021,Gujarat,826244,215,815943,10086
7160,16/10/2021,Gujarat,826258,212,815960,10086
7161,17/10/2021,Gujarat,826280,213,815981,10086
7162,18/10/2021,Gujarat,826290,207,815997,10086
7163,19/10/2021,Gujarat,826308,193,816029,10086
7164,20/10/2021,Gujarat,826326,185,816055,10086
7165,21/10/2021,Gujarat,826340,176,816077,10087
7166,22/10/2021,Gujarat,826353,156,816110,10087
7167,23/10/2021,Gujarat,826378,165,816126,10087
7168,24/10/2021,Gujarat,826402,168,816147,10087
7169,25/10/2021,Gujarat,826418,164,816167,10087
7170,26/10/2021,Gujarat,826434,159,816187,10088
7171,27/10/2021,Gujarat,826464,171,816205,10088
7172,28/10/2021,Gujarat,826481,173,816220,10088
7173,29/10/2021,Gujarat,826504,184,816232,10088
7174,30/10/2021,Gujarat,826526,192,816246,10088
7175,31/10/2021,Gujarat,826557,208,816260,10089
7176,01/11/2021,Gujarat,826577,205,816283,10089
7177,02/11/2021,Gujarat,826597,196,816311,10090
7178,04/11/2021,Gujarat,826656,209,816357,10090
7179,05/11/2021,Gujarat,826680,220,816370,10090
7180,06/11/2021,Gujarat,826700,223,816387,10090
7181,07/11/2021,Gujarat,826716,227,816399,10090
7182,08/11/2021,Gujarat,826734,228,816416,10090
7183,09/11/2021,Gujarat,826764,217,816457,10090
7184,10/11/2021,Gujarat,826784,209,816485,10090
7185,11/11/2021,Gujarat,826826,215,816521,10090
7186,12/11/2021,Gujarat,826866,234,816542,10090
7187,14/11/2021,Gujarat,826924,226,816608,10090
7188,15/11/2021,Gujarat,826950,230,816630,10090
7189,16/11/2021,Gujarat,826979,235,816654,10090
7190,17/11/2021,Gujarat,827014,253,816671,10090
7191,18/11/2021,Gujarat,827068,291,816687,10090
7192,19/11/2021,Gujarat,816710,-10090,816710,10090
7193,20/11/2021,Gujarat,827148,331,816726,10091
7194,22/11/2021,Gujarat,827206,310,816805,10091
7195,23/11/2021,Gujarat,827231,309,816831,10091
7196,24/11/2021,Gujarat,827267,319,816856,10092
7197,25/11/2021,Gujarat,827296,316,816888,10092
7198,26/11/2021,Gujarat,827327,315,816920,10092
7199,27/11/2021,Gujarat,827354,308,816954,10092
7200,28/11/2021,Gujarat,827382,291,816999,10092
7201,29/11/2021,Gujarat,827408,284,817032,10092
7202,30/11/2021,Gujarat,827435,262,817081,10092
7203,01/12/2021,Gujarat,827474,274,817108,10092
7204,02/12/2021,Gujarat,827520,293,817134,10093
7205,01/01/1970,Haryana,771229,133,761047,10049
7206,12/03/2020,Haryana,14,14,0,0
7207,13/03/2020,Haryana,14,14,0,0
7208,14/03/2020,Haryana,14,14,0,0
7209,15/03/2020,Haryana,14,14,0,0
7210,16/03/2020,Haryana,14,14,0,0
7211,17/03/2020,Haryana,15,15,0,0
7212,18/03/2020,Haryana,16,16,0,0
7213,19/03/2020,Haryana,17,17,0,0
7214,20/03/2020,Haryana,17,17,0,0
7215,21/03/2020,Haryana,17,17,0,0
7216,22/03/2020,Haryana,21,21,0,0
7217,23/03/2020,Haryana,26,26,0,0
7218,24/03/2020,Haryana,26,15,11,0
7219,25/03/2020,Haryana,28,17,11,0
7220,26/03/2020,Haryana,30,19,11,0
7221,27/03/2020,Haryana,30,19,11,0
7222,28/03/2020,Haryana,33,21,12,0
7223,29/03/2020,Haryana,33,21,12,0
7224,30/03/2020,Haryana,33,16,17,0
7225,31/03/2020,Haryana,40,19,21,0
7226,01/04/2020,Haryana,43,22,21,0
7227,02/04/2020,Haryana,43,22,21,0
7228,03/04/2020,Haryana,43,22,21,0
7229,04/04/2020,Haryana,49,25,24,0
7230,05/04/2020,Haryana,49,25,24,0
7231,06/04/2020,Haryana,84,58,25,1
7232,07/04/2020,Haryana,90,64,25,1
7233,08/04/2020,Haryana,147,116,28,3
7234,09/04/2020,Haryana,147,116,28,3
7235,10/04/2020,Haryana,169,137,29,3
7236,11/04/2020,Haryana,177,145,29,3
7237,12/04/2020,Haryana,177,145,29,3
7238,13/04/2020,Haryana,185,153,29,3
7239,14/04/2020,Haryana,185,153,29,3
7240,15/04/2020,Haryana,199,162,34,3
7241,16/04/2020,Haryana,205,159,43,3
7242,17/04/2020,Haryana,205,159,43,3
7243,18/04/2020,Haryana,225,179,43,3
7244,19/04/2020,Haryana,225,179,43,3
7245,20/04/2020,Haryana,233,143,87,3
7246,21/04/2020,Haryana,254,124,127,3
7247,22/04/2020,Haryana,254,124,127,3
7248,23/04/2020,Haryana,262,119,140,3
7249,24/04/2020,Haryana,272,113,156,3
7250,25/04/2020,Haryana,272,113,156,3
7251,26/04/2020,Haryana,289,110,176,3
7252,27/04/2020,Haryana,289,110,176,3
7253,28/04/2020,Haryana,296,110,183,3
7254,29/04/2020,Haryana,310,98,209,3
7255,30/04/2020,Haryana,310,98,209,3
7256,01/05/2020,Haryana,313,101,209,3
7257,02/05/2020,Haryana,360,129,227,4
7258,03/05/2020,Haryana,360,129,227,4
7259,04/05/2020,Haryana,442,192,245,5
7260,05/05/2020,Haryana,517,257,254,6
7261,06/05/2020,Haryana,548,286,256,6
7262,07/05/2020,Haryana,594,327,260,7
7263,08/05/2020,Haryana,625,358,260,7
7264,09/05/2020,Haryana,647,360,279,8
7265,10/05/2020,Haryana,675,376,290,9
7266,11/05/2020,Haryana,703,393,300,10
7267,12/05/2020,Haryana,730,382,337,11
7268,13/05/2020,Haryana,780,427,342,11
7269,14/05/2020,Haryana,793,364,418,11
7270,15/05/2020,Haryana,818,368,439,11
7271,16/05/2020,Haryana,818,368,439,11
7272,17/05/2020,Haryana,887,360,514,13
7273,18/05/2020,Haryana,910,334,562,14
7274,19/05/2020,Haryana,928,316,598,14
7275,20/05/2020,Haryana,964,323,627,14
7276,21/05/2020,Haryana,993,331,648,14
7277,22/05/2020,Haryana,1031,335,681,15
7278,23/05/2020,Haryana,1067,345,706,16
7279,24/05/2020,Haryana,1131,365,750,16
7280,25/05/2020,Haryana,1184,403,765,16
7281,26/05/2020,Haryana,1184,403,765,16
7282,27/05/2020,Haryana,1305,464,824,17
7283,28/05/2020,Haryana,1381,525,838,18
7284,29/05/2020,Haryana,1504,604,881,19
7285,30/05/2020,Haryana,1721,762,940,19
7286,31/05/2020,Haryana,1923,932,971,20
7287,01/06/2020,Haryana,2091,1023,1048,20
7288,02/06/2020,Haryana,2356,1280,1055,21
7289,03/06/2020,Haryana,2652,1560,1069,23
7290,04/06/2020,Haryana,2954,1842,1089,23
7291,05/06/2020,Haryana,3281,1123,2134,24
7292,06/06/2020,Haryana,3597,1439,2134,24
7293,07/06/2020,Haryana,3952,1794,2134,24
7294,08/06/2020,Haryana,4448,2286,2134,28
7295,09/06/2020,Haryana,4854,2681,2134,39
7296,10/06/2020,Haryana,5209,3030,2134,45
7297,11/06/2020,Haryana,5579,3339,2188,52
7298,12/06/2020,Haryana,5968,3644,2260,64
7299,13/06/2020,Haryana,6334,3789,2475,70
7300,14/06/2020,Haryana,6749,3868,2803,78
7301,15/06/2020,Haryana,7208,4117,3003,88
7302,16/06/2020,Haryana,7722,4057,3565,100
7303,17/06/2020,Haryana,8272,4406,3748,118
7304,18/06/2020,Haryana,8832,4750,3952,130
7305,19/06/2020,Haryana,9218,4528,4556,134
7306,20/06/2020,Haryana,9743,4710,4889,144
7307,21/06/2020,Haryana,10223,4946,5128,149
7308,22/06/2020,Haryana,10635,4918,5557,160
7309,23/06/2020,Haryana,11025,4940,5916,169
7310,24/06/2020,Haryana,11520,4844,6498,178
7311,25/06/2020,Haryana,12010,4897,6925,188
7312,26/06/2020,Haryana,12463,4885,7380,198
7313,27/06/2020,Haryana,12884,4657,8016,211
7314,28/06/2020,Haryana,13427,4737,8472,218
7315,29/06/2020,Haryana,13829,4689,8917,223
7316,30/06/2020,Haryana,14210,4476,9502,232
7317,01/07/2020,Haryana,14548,4340,9972,236
7318,02/07/2020,Haryana,14941,4202,10499,240
7319,03/07/2020,Haryana,15509,4239,11019,251
7320,04/07/2020,Haryana,16003,4057,11691,255
7321,05/07/2020,Haryana,16548,4031,12257,260
7322,06/07/2020,Haryana,17005,3796,12944,265
7323,07/07/2020,Haryana,17504,3893,13335,276
7324,08/07/2020,Haryana,17999,4075,13645,279
7325,09/07/2020,Haryana,18690,4302,14106,282
7326,10/07/2020,Haryana,19369,4572,14510,287
7327,11/07/2020,Haryana,19934,4740,14904,290
7328,12/07/2020,Haryana,20582,4891,15394,297
7329,13/07/2020,Haryana,21240,4956,15983,301
7330,14/07/2020,Haryana,21894,4984,16602,308
7331,15/07/2020,Haryana,22628,5226,17090,312
7332,16/07/2020,Haryana,23306,5320,17667,319
7333,17/07/2020,Haryana,24002,5495,18185,322
7334,18/07/2020,Haryana,24797,5752,18718,327
7335,19/07/2020,Haryana,25547,5885,19318,344
7336,20/07/2020,Haryana,26164,6022,19793,349
7337,21/07/2020,Haryana,26858,6277,20226,355
7338,22/07/2020,Haryana,27462,6146,20952,364
7339,23/07/2020,Haryana,28186,6117,21697,372
7340,24/07/2020,Haryana,28975,6348,22249,378
7341,25/07/2020,Haryana,29755,6420,22953,382
7342,26/07/2020,Haryana,30538,6495,23654,389
7343,27/07/2020,Haryana,31332,6556,24384,392
7344,28/07/2020,Haryana,32127,6684,25046,397
7345,29/07/2020,Haryana,32876,6712,25758,406
7346,30/07/2020,Haryana,33631,6798,26420,413
7347,31/07/2020,Haryana,34254,6497,27340,417
7348,01/08/2020,Haryana,34965,6317,28227,421
7349,02/08/2020,Haryana,35758,6250,29080,428
7350,03/08/2020,Haryana,36519,6396,29690,433
7351,04/08/2020,Haryana,37173,6263,30470,440
7352,05/08/2020,Haryana,37796,6122,31226,448
7353,06/08/2020,Haryana,38548,6133,31960,455
7354,07/08/2020,Haryana,39303,6205,32640,458
7355,08/08/2020,Haryana,40054,6143,33444,467
7356,09/08/2020,Haryana,40843,6338,34031,474
7357,10/08/2020,Haryana,41635,6371,34781,483
7358,11/08/2020,Haryana,42429,6448,35492,489
7359,12/08/2020,Haryana,43227,6645,36082,500
7360,13/08/2020,Haryana,44024,6827,36694,503
7361,14/08/2020,Haryana,44817,6820,37486,511
7362,15/08/2020,Haryana,45614,6748,38348,518
7363,16/08/2020,Haryana,46410,6943,38939,528
7364,17/08/2020,Haryana,47153,7014,39601,538
7365,18/08/2020,Haryana,48040,6880,40610,550
7366,19/08/2020,Haryana,48936,7081,41298,557
7367,20/08/2020,Haryana,49930,7307,42056,567
7368,21/08/2020,Haryana,50926,7555,42793,578
7369,22/08/2020,Haryana,52129,8131,43413,585
7370,23/08/2020,Haryana,53290,8680,44013,597
7371,24/08/2020,Haryana,54386,8961,44822,603
7372,25/08/2020,Haryana,55460,9442,45405,613
7373,26/08/2020,Haryana,56608,9489,46496,623
7374,27/08/2020,Haryana,58005,9758,47613,634
7375,28/08/2020,Haryana,59298,9962,48690,646
7376,29/08/2020,Haryana,60596,10225,49710,661
7377,30/08/2020,Haryana,61987,10606,50711,670
7378,31/08/2020,Haryana,63282,10980,51620,682
7379,01/09/2020,Haryana,64732,11371,52672,689
7380,02/09/2020,Haryana,66426,11885,53835,706
7381,03/09/2020,Haryana,68218,12622,54875,721
7382,04/09/2020,Haryana,70099,13470,55889,740
7383,05/09/2020,Haryana,71983,14053,57171,759
7384,06/09/2020,Haryana,74272,14911,58580,781
7385,07/09/2020,Haryana,76549,15692,60051,806
7386,08/09/2020,Haryana,78773,16333,61611,829
7387,09/09/2020,Haryana,81059,16890,63315,854
7388,10/09/2020,Haryana,83353,17328,65143,882
7389,11/09/2020,Haryana,85944,18332,66705,907
7390,12/09/2020,Haryana,88332,18875,68525,932
7391,13/09/2020,Haryana,91115,19446,70713,956
7392,14/09/2020,Haryana,93641,20079,72587,975
7393,15/09/2020,Haryana,96129,20417,74712,1000
7394,16/09/2020,Haryana,98622,20430,77166,1026
7395,17/09/2020,Haryana,101316,21334,78937,1045
7396,18/09/2020,Haryana,103773,21014,81690,1069
7397,19/09/2020,Haryana,106261,21291,83878,1092
7398,20/09/2020,Haryana,108952,21682,86150,1120
7399,21/09/2020,Haryana,111257,21411,88697,1149
7400,22/09/2020,Haryana,113075,21014,90884,1177
7401,23/09/2020,Haryana,114870,19888,93776,1206
7402,24/09/2020,Haryana,116856,19276,96347,1233
7403,25/09/2020,Haryana,118554,18889,98410,1255
7404,26/09/2020,Haryana,120578,18032,101273,1273
7405,27/09/2020,Haryana,122267,17149,103827,1291
7406,28/09/2020,Haryana,123782,16485,105990,1307
7407,29/09/2020,Haryana,125412,15670,108411,1331
7408,30/09/2020,Haryana,126974,14804,110814,1356
7409,01/10/2020,Haryana,128599,14340,112877,1382
7410,02/10/2020,Haryana,129912,13472,115038,1402
7411,03/10/2020,Haryana,131388,13247,116716,1425
7412,04/10/2020,Haryana,132576,12868,118258,1450
7413,05/10/2020,Haryana,133878,12067,120341,1470
7414,06/10/2020,Haryana,134909,11822,121596,1491
7415,07/10/2020,Haryana,136115,11320,123286,1509
7416,08/10/2020,Haryana,137398,11029,124841,1528
7417,09/10/2020,Haryana,138682,10867,126267,1548
7418,10/10/2020,Haryana,139932,10830,127540,1562
7419,11/10/2020,Haryana,141090,10677,128841,1572
7420,12/10/2020,Haryana,142155,10573,130003,1579
7421,13/10/2020,Haryana,143221,10401,131228,1592
7422,14/10/2020,Haryana,144302,10319,132382,1601
7423,15/10/2020,Haryana,145507,10187,133706,1614
7424,16/10/2020,Haryana,146706,10364,134719,1623
7425,17/10/2020,Haryana,147933,10441,135858,1634
7426,18/10/2020,Haryana,149081,10265,137176,1640
7427,19/10/2020,Haryana,150033,10042,138351,1640
7428,20/10/2020,Haryana,151234,10075,139511,1648
7429,21/10/2020,Haryana,152174,10078,140436,1660
7430,22/10/2020,Haryana,153367,10187,141506,1674
7431,23/10/2020,Haryana,154495,10009,142798,1688
7432,24/10/2020,Haryana,155765,10082,143978,1705
7433,25/10/2020,Haryana,157064,10148,145196,1720
7434,26/10/2020,Haryana,158304,10295,146282,1727
7435,27/10/2020,Haryana,159457,10154,147566,1737
7436,28/10/2020,Haryana,160705,10452,148503,1750
7437,29/10/2020,Haryana,162223,11014,149451,1758
7438,30/10/2020,Haryana,163817,11391,150660,1766
7439,31/10/2020,Haryana,165467,11851,151839,1777
7440,01/11/2020,Haryana,167210,12191,153230,1789
7441,02/11/2020,Haryana,168880,12634,154451,1795
7442,03/11/2020,Haryana,170446,12919,155717,1810
7443,04/11/2020,Haryana,172130,13338,156975,1817
7444,05/11/2020,Haryana,174082,14110,158136,1836
7445,06/11/2020,Haryana,176146,14644,159643,1859
7446,07/11/2020,Haryana,178413,15357,161176,1880
7447,08/11/2020,Haryana,180424,15713,162814,1897
7448,09/11/2020,Haryana,182804,16448,164444,1912
7449,10/11/2020,Haryana,185231,16717,166595,1919
7450,11/11/2020,Haryana,187777,17421,168421,1935
7451,12/11/2020,Haryana,190323,18113,170250,1960
7452,13/11/2020,Haryana,193111,18867,172265,1979
7453,14/11/2020,Haryana,195799,19413,174380,2006
7454,15/11/2020,Haryana,197917,19538,176368,2011
7455,16/11/2020,Haryana,199874,19557,178298,2019
7456,17/11/2020,Haryana,202027,19342,180647,2038
7457,18/11/2020,Haryana,204477,19153,183261,2063
7458,19/11/2020,Haryana,207039,19543,185403,2093
7459,20/11/2020,Haryana,209251,19579,187559,2113
7460,21/11/2020,Haryana,212355,20150,190067,2138
7461,22/11/2020,Haryana,215021,20325,192533,2163
7462,23/11/2020,Haryana,217300,20344,194768,2188
7463,24/11/2020,Haryana,219963,20412,197335,2216
7464,25/11/2020,Haryana,222292,20765,199278,2249
7465,26/11/2020,Haryana,224489,20948,201250,2291
7466,27/11/2020,Haryana,226611,20778,203517,2316
7467,28/11/2020,Haryana,228746,20400,206001,2345
7468,29/11/2020,Haryana,230713,19916,208422,2375
7469,30/11/2020,Haryana,232522,18905,211216,2401
7470,01/12/2020,Haryana,234126,18362,213336,2428
7471,02/12/2020,Haryana,235997,17744,215797,2456
7472,03/12/2020,Haryana,237604,16673,218443,2488
7473,04/12/2020,Haryana,239239,15516,221203,2520
7474,05/12/2020,Haryana,240841,14329,223973,2539
7475,06/12/2020,Haryana,242398,13310,226524,2564
7476,07/12/2020,Haryana,243896,12897,228411,2588
7477,08/12/2020,Haryana,245288,12126,230551,2611
7478,09/12/2020,Haryana,246679,11947,232108,2624
7479,10/12/2020,Haryana,248079,11733,233696,2650
7480,11/12/2020,Haryana,249329,11456,235197,2676
7481,12/12/2020,Haryana,250394,10686,237009,2699
7482,13/12/2020,Haryana,251402,10318,238374,2710
7483,14/12/2020,Haryana,252392,9875,239800,2717
7484,15/12/2020,Haryana,253385,9108,241544,2733
7485,17/12/2020,Haryana,255014,7573,244676,2765
7486,18/12/2020,Haryana,255728,7013,245933,2782
7487,19/12/2020,Haryana,256477,6577,247097,2803
7488,20/12/2020,Haryana,257067,6079,248172,2816
7489,21/12/2020,Haryana,257644,5888,248935,2821
7490,22/12/2020,Haryana,258197,5525,249840,2832
7491,23/12/2020,Haryana,258731,5387,250502,2842
7492,24/12/2020,Haryana,259226,5230,251149,2847
7493,25/12/2020,Haryana,259745,4983,251908,2854
7494,26/12/2020,Haryana,260153,4750,252545,2858
7495,27/12/2020,Haryana,260545,4535,253145,2865
7496,28/12/2020,Haryana,260907,4268,253765,2874
7497,29/12/2020,Haryana,261258,4040,254336,2882
7498,30/12/2020,Haryana,261672,3900,254880,2892
7499,31/12/2020,Haryana,262054,3799,255356,2899
7500,03/01/2021,Haryana,262850,3124,256811,2915
7501,04/01/2021,Haryana,263068,2890,257261,2917
7502,05/01/2021,Haryana,263312,2737,257652,2923
7503,06/01/2021,Haryana,263571,2692,257952,2927
7504,07/01/2021,Haryana,263887,2672,258281,2934
7505,08/01/2021,Haryana,264161,2563,258658,2940
7506,09/01/2021,Haryana,264442,2501,258998,2943
7507,10/01/2021,Haryana,264721,2563,259209,2949
7508,11/01/2021,Haryana,264955,2510,259495,2950
7509,12/01/2021,Haryana,265199,2547,259696,2956
7510,13/01/2021,Haryana,265391,2441,259986,2964
7511,14/01/2021,Haryana,265616,2414,260236,2966
7512,15/01/2021,Haryana,265803,2266,260565,2972
7513,16/01/2021,Haryana,265964,2184,260801,2979
7514,17/01/2021,Haryana,266131,2129,261019,2983
7515,18/01/2021,Haryana,266309,2094,261230,2985
7516,19/01/2021,Haryana,266428,1929,261510,2989
7517,20/01/2021,Haryana,266581,1837,261751,2993
7518,21/01/2021,Haryana,266686,1734,261955,2997
7519,22/01/2021,Haryana,266819,1679,262140,3000
7520,23/01/2021,Haryana,266939,1585,262349,3005
7521,24/01/2021,Haryana,267075,1559,262507,3009
7522,25/01/2021,Haryana,267203,1511,262682,3010
7523,27/01/2021,Haryana,267417,1284,263119,3014
7524,28/01/2021,Haryana,267504,1254,263236,3014
7525,29/01/2021,Haryana,267601,1240,263347,3014
7526,30/01/2021,Haryana,267708,1192,263501,3015
7527,31/01/2021,Haryana,267805,1134,263654,3017
7528,01/02/2021,Haryana,267897,1115,263764,3018
7529,02/02/2021,Haryana,267989,1081,263886,3022
7530,03/02/2021,Haryana,268067,1055,263989,3023
7531,04/02/2021,Haryana,268136,1019,264093,3024
7532,05/02/2021,Haryana,268209,962,264221,3026
7533,06/02/2021,Haryana,268293,949,264317,3027
7534,07/02/2021,Haryana,268364,908,264429,3027
7535,08/02/2021,Haryana,268431,883,264519,3029
7536,09/02/2021,Haryana,268507,870,264608,3029
7537,10/02/2021,Haryana,268600,854,264713,3033
7538,11/02/2021,Haryana,268677,824,264820,3033
7539,12/02/2021,Haryana,268783,848,264901,3034
7540,13/02/2021,Haryana,268887,837,265015,3035
7541,14/02/2021,Haryana,268969,845,265085,3039
7542,15/02/2021,Haryana,269046,852,265155,3039
7543,16/02/2021,Haryana,269154,903,265212,3039
7544,17/02/2021,Haryana,269240,819,265381,3040
7545,18/02/2021,Haryana,269322,826,265455,3041
7546,19/02/2021,Haryana,269405,814,265549,3042
7547,20/02/2021,Haryana,269498,813,265643,3042
7548,21/02/2021,Haryana,269609,816,265751,3042
7549,22/02/2021,Haryana,269730,861,265827,3042
